2167	2165	2166
ATAD3A	0.693877551020408	0.686294416243655	1
SSU72	4.26530612244898	4.42335025380711	6.5
RP5-832C2.5	0.0408163265306122	0.0243654822335025	0
C1orf233	0.142857142857143	0.0873096446700508	0.5
RP11-345P4.9	0.0204081632653061	0.0152284263959391	0
MIB2	0.102040816326531	0.108629441624365	0
CDK11B	1.02040816326531	0.8	0.5
RP11-345P4.10	0	0.0111675126903553	0
SLC35E2B	0.285714285714286	0.243654822335025	0
CDK11A	0.693877551020408	0.494416243654822	0.5
SLC35E2	0.0816326530612245	0.0203045685279188	0
NADK	0.510204081632653	0.573604060913706	0.5
GNB1	1.6530612244898	1.52690355329949	1.5
TMEM52	0.122448979591837	0.0893401015228426	0
GABRD	0.0408163265306122	0.016243654822335	0
PRKCZ	0.408163265306122	0.247715736040609	0
RP11-181G12.2	0	0.0142131979695431	0
FAAP20	2.20408163265306	2.05583756345178	3
SKI	0.26530612244898	0.282233502538071	0
MORN1	0.0408163265306122	0.0406091370558376	0
RER1	2.73469387755102	2.84568527918782	2.5
PEX10	0.653061224489796	0.485279187817259	1
PLCH2	0	0.0152284263959391	0
PANK4	0.0204081632653061	0.0223350253807107	0
RP3-395M20.12	0.0612244897959184	0.0446700507614213	0
RP3-395M20.8	0.102040816326531	0.265989847715736	0
TNFRSF14	0.551020408163265	0.550253807106599	1
RP3-395M20.9	0.0204081632653061	0.0578680203045685	0
FAM213B	0.795918367346939	0.783756345177665	1.5
MMEL1	0.0408163265306122	0.0913705583756345	0
TTC34	0	0.0142131979695431	0
ARHGEF16	0.448979591836735	0.619289340101523	0.5
MEGF6	0.0204081632653061	0.0751269035532995	0
TPRG1L	0.428571428571429	0.521827411167513	0.5
WRAP73	0.142857142857143	0.188832487309645	0
TP73	0.0816326530612245	0.0822335025380711	0.5
TP73-AS1	0	0.0131979695431472	0
SMIM1	0.102040816326531	0.190862944162437	0.5
LRRC47	0.26530612244898	0.346192893401015	0
CEP104	0.326530612244898	0.308629441624366	1
DFFB	0.0204081632653061	0.0385786802030457	0
C1orf174	0.469387755102041	0.421319796954315	0
LINC01134	0	0.00609137055837563	0
NPHP4	0.0816326530612245	0.0619289340101523	0
KCNAB2	0.285714285714286	0.338071065989848	0.5
RPL22	8	8	8
RNF207	0.26530612244898	0.158375634517766	0
ICMT	0.755102040816326	0.85989847715736	1
GPR153	0.0816326530612245	0.120812182741117	1
ACOT7	0.142857142857143	0.29238578680203	1.5
HES2	0	0.017258883248731	0
ESPN	0.0408163265306122	0.0558375634517767	0
TNFRSF25	0.0204081632653061	0.0345177664974619	0
PLEKHG5	0.0204081632653061	0.0446700507614213	0
NOL9	0.551020408163265	0.351269035532995	0
ZBTB48	0.102040816326531	0.0710659898477157	0
KLHL21	0.36734693877551	0.32994923857868	0.5
PHF13	0.142857142857143	0.132994923857868	0.5
THAP3	0.0816326530612245	0.0923857868020305	0
DNAJC11	0.102040816326531	0.132994923857868	0
CAMTA1	1.69387755102041	2.01624365482233	2
VAMP3	0.571428571428571	0.538071065989848	1
PARK7	5.16326530612245	4.99390862944162	7.5
ERRFI1	0.0816326530612245	0.110659898477157	0
RERE	0.591836734693878	0.477157360406091	0
ENO1	5.59183673469388	5.35329949238579	7.5
ENO1-AS1	0.0204081632653061	0.0101522842639594	0
GPR157	0.244897959183673	0.151269035532995	0
MIR34AHG	0	0.0527918781725888	0
RP3-510D11.2	0.0612244897959184	0.0426395939086294	0
H6PD	0.244897959183673	0.278172588832487	0
SPSB1	0.163265306122449	0.067005076142132	0.5
SLC25A33	0.714285714285714	0.778680203045685	0.5
TMEM201	0.26530612244898	0.181725888324873	0
CLSTN1	0.510204081632653	0.524873096446701	0.5
CTNNBIP1	0.204081632653061	0.398984771573604	0.5
LZIC	0.36734693877551	0.378680203045685	1
NMNAT1	0.142857142857143	0.125888324873096	0
UBE4B	0.204081632653061	0.294416243654822	0.5
KIF1B	0.63265306122449	0.688324873096447	3
PGD	1.61224489795918	1.86700507614213	4
APITD1-CORT	0.0816326530612245	0.0395939086294416	0
APITD1	0.591836734693878	0.654822335025381	1.5
DFFA	0.836734693877551	0.976649746192893	1.5
PEX14	0.122448979591837	0.152284263959391	0.5
CASZ1	0.530612244897959	0.49746192893401	1
TARDBP	0.816326530612245	0.885279187817259	0.5
SRM	3.87755102040816	4.18984771573604	7
EXOSC10	0.183673469387755	0.23756345177665	0
RP4-635E18.6	0	0.0375634517766497	0
MTOR	0.346938775510204	0.388832487309645	0
UBIAD1	0.204081632653061	0.30761421319797	0
FBXO2	0.0204081632653061	0.0253807106598985	0
FBXO44	0.0816326530612245	0.0517766497461929	0
FBXO6	0.0612244897959184	0.0446700507614213	0
MAD2L2	0.224489795918367	0.396954314720812	1
AGTRAP	0.448979591836735	0.381725888324873	1
MTHFR	0.142857142857143	0.111675126903553	0.5
CLCN6	0.0408163265306122	0.049746192893401	0
NPPA-AS1	0	0.0152284263959391	0
KIAA2013	0.795918367346939	0.946192893401015	1.5
PLOD1	0.387755102040816	0.311675126903553	0.5
MFN2	0.306122448979592	0.383756345177665	0
MIIP	0.244897959183673	0.295431472081218	0.5
TNFRSF1B	0.0204081632653061	0.0121827411167513	0
VPS13D	0.102040816326531	0.16243654822335	0
DHRS3	0.448979591836735	0.354314720812183	0
PRDM2	0.163265306122449	0.105583756345178	0.5
KAZN	0.469387755102041	0.275126903553299	1.5
TMEM51-AS1	0	0.0274111675126904	0
TMEM51	0.387755102040816	0.361421319796954	1.5
EFHD2	1.06122448979592	1.19593908629442	2
CASP9	0.0204081632653061	0.0365482233502538	0
DNAJC16	0.224489795918367	0.198984771573604	0
AGMAT	0.836734693877551	0.782741116751269	1
DDI2	1.20408163265306	1.11370558375635	3.5
PLEKHM2	0.285714285714286	0.293401015228426	1
TMEM82	0	0.00812182741116751	0
FBLIM1	0.306122448979592	0.27005076142132	1
UQCRHL	0.183673469387755	0.27005076142132	0
FLJ37453	0.122448979591837	0.138071065989848	0
SPEN	1.3469387755102	0.913705583756345	0.5
ZBTB17	0.183673469387755	0.0771573604060914	0
FAM131C	0.0204081632653061	0.0284263959390863	0
EPHA2	0.795918367346939	0.526903553299492	3
RP11-276H7.2	0.0204081632653061	0.00203045685279188	0.5
ARHGEF19	0.102040816326531	0.0852791878172589	0
RSG1	0	0.0152284263959391	0
FBXO42	0.204081632653061	0.206091370558376	0
SZRD1	1.30612244897959	1.28121827411168	2.5
NECAP2	0.142857142857143	0.187817258883249	1
RP4-798A10.2	0.0204081632653061	0.0101522842639594	0
RP4-798A10.7	0	0.0416243654822335	0
NBPF1	0	0.0416243654822335	0
CROCC	0.0612244897959184	0.0639593908629442	0
RP11-108M9.4	0.0204081632653061	0.176649746192893	0
RP11-108M9.6	0.0204081632653061	0.0142131979695431	0
ATP13A2	0.163265306122449	0.240609137055838	0
SDHB	1	1.04162436548223	2.5
RCC2	0.938775510204082	0.966497461928934	2
ARHGEF10L	0.0408163265306122	0.10253807106599	0.5
ACTL8	0.0408163265306122	0.0182741116751269	0
KLHDC7A	0.0204081632653061	0.00913705583756345	0
ALDH4A1	0.0816326530612245	0.083248730964467	1
IFFO2	0.183673469387755	0.155329949238579	0
UBR4	1.06122448979592	1.78172588832487	3.5
EMC1	0.244897959183673	0.184771573604061	0
MRTO4	1.26530612244898	1.01015228426396	0.5
AKR7A3	1.24489795918367	0.889340101522843	0
AKR7A2	1.20408163265306	1.28223350253807	3
PQLC2	0.0204081632653061	0.0649746192893401	0
CAPZB	1.75510204081633	1.76649746192893	1.5
MINOS1	2.75510204081633	3.41827411167513	5.5
NBL1	1.73469387755102	1.33604060913706	2
TMCO4	0.0816326530612245	0.111675126903553	0.5
OTUD3	0.142857142857143	0.0680203045685279	0
CAMK2N1	0.591836734693878	0.462944162436548	0
MUL1	0.142857142857143	0.139086294416244	0
PINK1	0.102040816326531	0.168527918781726	0
PINK1-AS	0	0.00812182741116751	0
DDOST	1.04081632653061	1.14010152284264	1.5
SH2D5	0	0.0142131979695431	0
HP1BP3	3.08163265306122	3.24263959390863	4.5
EIF4G3	0.530612244897959	0.651776649746193	0.5
ECE1	0.204081632653061	0.281218274111675	0
RAP1GAP	0.102040816326531	0.124873096446701	0
USP48	0.857142857142857	0.728934010152284	1.5
HSPG2	0.63265306122449	0.642639593908629	1
LINC00339	0	0.0111675126903553	0
CDC42	2.59183673469388	2.56345177664975	2.5
WNT4	0.0408163265306122	0.016243654822335	0
ZBTB40	0.0816326530612245	0.115736040609137	0
EPHB2	0.0408163265306122	0.050761421319797	0
KDM1A	0.63265306122449	0.378680203045685	1.5
LUZP1	0.489795918367347	0.62741116751269	0.5
HTR1D	0.102040816326531	0.121827411167513	0.5
LINC01355	0.102040816326531	0.0284263959390863	0
HNRNPR	1.89795918367347	1.98477157360406	4
ZNF436	0	0.0121827411167513	0
ZNF436-AS1	0	0.0101522842639594	0
TCEA3	0.0816326530612245	0.0345177664974619	0
E2F2	0.142857142857143	0.131979695431472	0.5
ID3	3.30612244897959	2.58578680203046	1.5
RPL11	8	8	8
TCEB3	0.469387755102041	0.506598984771574	0.5
TCEB3-AS1	0.0408163265306122	0.0456852791878173	0
PITHD1	0.857142857142857	0.784771573604061	0.5
LYPLA2	0.673469387755102	0.76243654822335	1.5
GALE	1.46938775510204	1.75837563451777	2.5
HMGCL	0.163265306122449	0.114720812182741	0
FUCA1	0.0816326530612245	0.106598984771574	0
PNRC2	1.48979591836735	1.23959390862944	4
SRSF10	2.57142857142857	2.51573604060914	2
MYOM3	0.0204081632653061	0.0192893401015228	0
IL22RA1	0.244897959183673	0.174619289340102	0.5
STPG1	0.0204081632653061	0.0314720812182741	0
NIPAL3	0.387755102040816	0.422335025380711	0
RCAN3	0.122448979591837	0.142131979695431	0
RP4-594I10.3	0	0.017258883248731	0
NCMAP	0	0.099492385786802	0.5
SRRM1	4.04081632653061	4.33401015228426	8
CLIC4	0.102040816326531	0.142131979695431	0
RUNX3	0.26530612244898	0.43756345177665	1
SYF2	1.18367346938776	1.47106598984772	2
RSRP1	0.36734693877551	0.431472081218274	0.5
TMEM50A	0.653061224489796	0.939086294416244	1.5
TMEM57	0.163265306122449	0.29746192893401	1
LDLRAP1	0.0612244897959184	0.189847715736041	0.5
SEPN1	0.346938775510204	0.268020304568528	0
RP1-317E23.3	0.0204081632653061	0.00710659898477157	0
MTFR1L	0.102040816326531	0.105583756345178	0
AUNIP	0.102040816326531	0.0629441624365482	0
PAQR7	0	0.0111675126903553	0
STMN1	0.918367346938776	1.37664974619289	3
PAFAH2	0.0816326530612245	0.166497461928934	0
PDIK1L	0.0612244897959184	0.0446700507614213	0
ZNF593	3.95918367346939	3.67106598984772	4
CNKSR1	0.163265306122449	0.157360406091371	0.5
CEP85	0.122448979591837	0.119796954314721	0
SH3BGRL3	7.71428571428571	7.86802030456853	8
UBXN11	0.142857142857143	0.0771573604060914	0
CD52	0.0204081632653061	0.00609137055837563	0
AIM1L	0.102040816326531	0.0477157360406091	0
DHDDS	0.204081632653061	0.175634517766497	0
HMGN2	6.79591836734694	7.00812182741117	8
RPS6KA1	0.26530612244898	0.351269035532995	0
ARID1A	0.836734693877551	1.11269035532995	0.5
PIGV	0.0816326530612245	0.185786802030457	0
ZDHHC18	0.244897959183673	0.242639593908629	1
SFN	2.16326530612245	2.22741116751269	3
GPN2	0.224489795918367	0.265989847715736	0
GPATCH3	0.122448979591837	0.0984771573604061	0.5
NUDC	2.77551020408163	2.77969543147208	3
NR0B2	0.897959183673469	0.931979695431472	1.5
KDF1	0.306122448979592	0.32994923857868	0
TRNP1	1.22448979591837	1.47309644670051	2
SLC9A1	0.346938775510204	0.285279187817259	1.5
WDTC1	0.122448979591837	0.065989847715736	0.5
TMEM222	0.224489795918367	0.231472081218274	0
SYTL1	0.163265306122449	0.217258883248731	0
MAP3K6	0.102040816326531	0.0588832487309645	0.5
GPR3	0	0.0304568527918782	0
WASF2	4.71428571428571	4.42335025380711	5.5
AHDC1	0.551020408163265	0.454822335025381	0.5
IFI6	1.02040816326531	0.809137055837563	0
FAM76A	0.122448979591837	0.166497461928934	0.5
STX12	0.285714285714286	0.366497461928934	1.5
PPP1R8	0.387755102040816	0.461928934010152	0
RPA2	0.408163265306122	0.322842639593909	1
SMPDL3B	0.0612244897959184	0.0456852791878173	0
XKR8	0.0204081632653061	0.0934010152284264	0
EYA3	0.122448979591837	0.208121827411168	0.5
PTAFR	0.0612244897959184	0.108629441624365	0.5
DNAJC8	1.3469387755102	1.42335025380711	1
ATPIF1	4.12244897959184	3.98375634517767	2.5
RP5-1092A3.4	0	0.0192893401015228	0
SESN2	0.122448979591837	0.109644670050761	0
MED18	0.0612244897959184	0.0558375634517767	0.5
PHACTR4	0.836734693877551	0.843654822335025	2
RCC1	0.795918367346939	0.833502538071066	1.5
TRNAU1AP	0.142857142857143	0.229441624365482	0
SNHG12	0.346938775510204	0.27005076142132	0
TAF12	0.959183673469388	0.776649746192893	0.5
GMEB1	0.306122448979592	0.251776649746193	0.5
YTHDF2	1.3469387755102	1.52081218274112	0.5
EPB41	0.408163265306122	0.465989847715736	1
TMEM200B	0.0204081632653061	0.0131979695431472	0
SRSF4	1.38775510204082	1.50862944162437	0.5
MECR	0.163265306122449	0.251776649746193	0
MATN1-AS1	0.0408163265306122	0.0406091370558376	0
SDC3	0.204081632653061	0.160406091370558	0
PUM1	2.08163265306122	1.55736040609137	1.5
SNRNP40	0.489795918367347	0.441624365482233	0.5
ZCCHC17	0.877551020408163	0.943147208121827	1.5
SERINC2	0.836734693877551	0.909644670050761	0.5
RP11-73M7.1	0.0204081632653061	0.00812182741116751	0
TINAGL1	0.836734693877551	1.08426395939086	1.5
PEF1	0.408163265306122	0.361421319796954	0.5
COL16A1	0	0.0111675126903553	0
RP11-84A19.4	0.0204081632653061	0.00812182741116751	0
PTP4A2	4.81632653061224	5.05583756345178	4.5
KHDRBS1	3.20408163265306	3.3502538071066	5.5
RP11-277A4.4	0	0.00812182741116751	0
TMEM39B	0.102040816326531	0.12994923857868	0
KPNA6	1.24489795918367	1.16040609137056	0.5
TXLNA	0.551020408163265	0.587817258883249	1.5
CCDC28B	0	0.0192893401015228	0
IQCC	0	0.0223350253807107	0
TMEM234	0.142857142857143	0.155329949238579	0
EIF3I	2.04081632653061	2.37766497461929	5.5
HDAC1	1.26530612244898	1.5502538071066	3
MARCKSL1	3.79591836734694	4.78578680203046	5.5
FAM229A	0.0204081632653061	0.065989847715736	0
BSDC1	0.551020408163265	0.392893401015228	0.5
ZBTB8A	0.0816326530612245	0.0852791878172589	0.5
ZBTB8OS	0.551020408163265	0.819289340101523	0.5
RBBP4	1.02040816326531	1.13401015228426	1.5
SYNC	0.163265306122449	0.161421319796954	0
KIAA1522	0.346938775510204	0.344162436548223	0.5
YARS	0.816326530612245	0.749238578680203	1
S100PBP	0.142857142857143	0.154314720812183	0
TMEM54	4.55102040816327	4.07715736040609	5.5
RNF19B	0.122448979591837	0.0954314720812183	1.5
AK2	1.57142857142857	1.21218274111675	0.5
TRIM62	0.0204081632653061	0.0152284263959391	0
ZNF362	0.0408163265306122	0.0426395939086294	0
PHC2	0.673469387755102	0.56243654822335	1
ZSCAN20	0	0.017258883248731	0.5
SMIM12	0.938775510204082	0.952284263959391	1
GJB5	0.0204081632653061	0.0619289340101523	0
GJB4	0.0408163265306122	0.0152284263959391	0.5
GJB3	1.20408163265306	0.634517766497462	0.5
ZMYM6	0.142857142857143	0.0730964467005076	0
ZMYM1	0.163265306122449	0.178680203045685	1
SFPQ	3.44897959183673	3.34619289340102	1
ZMYM4	0.448979591836735	0.269035532994924	0
KIAA0319L	0.387755102040816	0.487309644670051	1
NCDN	0.0204081632653061	0.0720812182741117	0.5
PSMB2	1.51020408163265	2.14720812182741	1
C1orf216	0.0204081632653061	0.103553299492386	0
CLSPN	1.22448979591837	1.2010152284264	2.5
AGO4	0.0408163265306122	0.0294416243654822	0
AGO1	0.36734693877551	0.258883248730964	0
AGO3	0.306122448979592	0.34010152284264	1.5
ADPRHL2	0.285714285714286	0.262944162436548	0
TRAPPC3	1.40816326530612	1.49035532994924	2
MAP7D1	0.489795918367347	0.534010152284264	1
THRAP3	1.69387755102041	1.81015228426396	3.5
SH3D21	0.0816326530612245	0.0639593908629442	0
EVA1B	0.163265306122449	0.148223350253807	0
RP11-268J15.5	0.183673469387755	0.201015228426396	0.5
STK40	0.673469387755102	0.6	0.5
LSM10	0.877551020408163	1.0994923857868	0.5
OSCP1	0	0.0142131979695431	0.5
MRPS15	3.02040816326531	3.23147208121827	3
LINC01137	0.0408163265306122	0.0304568527918782	0
ZC3H12A	0.448979591836735	0.39492385786802	1
MEAF6	0.510204081632653	0.493401015228426	0
SNIP1	0.142857142857143	0.110659898477157	0.5
GNL2	0.26530612244898	0.286294416243655	0
C1orf109	0.36734693877551	0.243654822335025	0.5
CDCA8	0.918367346938776	0.840609137055838	4.5
EPHA10	0.0408163265306122	0.0324873096446701	0
MANEAL	0.408163265306122	0.271065989847716	1
YRDC	0.530612244897959	0.409137055837563	0.5
C1orf122	3.04081632653061	3.2497461928934	2
MTF1	0.469387755102041	0.417258883248731	0
INPP5B	0.102040816326531	0.0426395939086294	0
SF3A3	0.673469387755102	0.639593908629442	1.5
FHL3	0.0408163265306122	0.0527918781725888	0
UTP11L	0.551020408163265	0.4751269035533	0
RRAGC	0.163265306122449	0.181725888324873	0
RP5-864K19.4	0	0.0050761421319797	0
MYCBP	0.36734693877551	0.50253807106599	0
RHBDL2	0.183673469387755	0.126903553299492	0.5
AKIRIN1	0.857142857142857	1.05482233502538	1
NDUFS5	4.16326530612245	4.50152284263959	6
MACF1	1.18367346938776	1.29340101522843	2
RP11-69E11.4	0.0612244897959184	0.0223350253807107	0
PABPC4	1.40816326530612	1.22639593908629	2
PPIE	0.612244897959184	0.457868020304569	0
BMP8B	0.102040816326531	0.0791878172588832	0
TRIT1	0.163265306122449	0.105583756345178	0
MYCL	0.0204081632653061	0.0294416243654822	0
MFSD2A	0	0.065989847715736	0.5
CAP1	1.36734693877551	1.86497461928934	0.5
PPT1	0.306122448979592	0.20507614213198	0.5
RLF	0.163265306122449	0.124873096446701	0
RP1-39G22.7	0.0204081632653061	0.0111675126903553	0
ZMPSTE24	0.408163265306122	0.384771573604061	0.5
COL9A2	0	0.0101522842639594	0
SMAP2	0.224489795918367	0.29746192893401	0.5
ZFP69	0	0.00710659898477157	0.5
EXO5	0	0.0243654822335025	0
ZNF684	0.0204081632653061	0.0182741116751269	0
NFYC-AS1	0	0.0243654822335025	0
NFYC	0.36734693877551	0.434517766497462	0
KCNQ4	0	0.067005076142132	0
CITED4	0.714285714285714	0.712690355329949	0
CTPS1	0.551020408163265	0.471065989847716	0.5
SLFNL1-AS1	0.0204081632653061	0.0101522842639594	0
SCMH1	0.163265306122449	0.14010152284264	0.5
FOXO6	0.0204081632653061	0.0050761421319797	0
HIVEP3	0.142857142857143	0.0324873096446701	0
GUCA2B	0	0.00812182741116751	0
FOXJ3	0.469387755102041	0.316751269035533	0.5
RIMKLA	0.0408163265306122	0.017258883248731	0
PPCS	0.408163265306122	0.74010152284264	0
CCDC30	0	0.0101522842639594	0
PPIH	0.612244897959184	0.687309644670051	1
YBX1	8	7.98071065989848	8
P3H1	0.0408163265306122	0.00913705583756345	0
C1orf50	0.285714285714286	0.301522842639594	0
SVBP	0.285714285714286	0.36751269035533	1
ERMAP	0.102040816326531	0.050761421319797	0
ZNF691	0.0204081632653061	0.0446700507614213	0
SLC2A1	0.306122448979592	0.551269035532995	0.5
SLC2A1-AS1	0.0204081632653061	0.0213197969543147	0
EBNA1BP2	1.36734693877551	1.06395939086294	1
TMEM125	0.224489795918367	0.236548223350254	0
C1orf210	0.244897959183673	0.289340101522843	2
RP1-92O14.3	0	0.0142131979695431	0
CDC20	0.897959183673469	1.10355329949239	1
ELOVL1	0.612244897959184	0.823350253807107	0.5
MED8	0.326530612244898	0.411167512690355	0.5
SZT2	0.0816326530612245	0.105583756345178	0
HYI	0	0.0345177664974619	0
PTPRF	1.16326530612245	0.900507614213198	1
KDM4A	0.0612244897959184	0.120812182741117	0
KDM4A-AS1	0.0408163265306122	0.0274111675126904	0
ST3GAL3	0.0204081632653061	0.0142131979695431	0
ARTN	0.0408163265306122	0.00710659898477157	0
IPO13	0.0612244897959184	0.0923857868020305	0
DPH2	0.448979591836735	0.350253807106599	1.5
ATP6V0B	2.38775510204082	2.88020304568528	2.5
B4GALT2	0.489795918367347	0.420304568527919	1
CCDC24	0.0612244897959184	0.0598984771573604	0
DMAP1	0.142857142857143	0.158375634517766	0
ERI3	0.959183673469388	0.566497461928934	1
RNF220	0.959183673469388	0.709644670050761	1.5
TMEM53	0.0816326530612245	0.0964467005076142	0
KIF2C	0.326530612244898	0.380710659898477	0.5
RPS8	8	8	8
BEST4	0	0.016243654822335	0
PLK3	0.877551020408163	0.873096446700508	1
TCTEX1D4	0	0.0152284263959391	0
BTBD19	0.0612244897959184	0.0802030456852792	0.5
PTCH2	0.0204081632653061	0.00710659898477157	0
EIF2B3	0.183673469387755	0.190862944162437	0
HECTD3	0.0612244897959184	0.141116751269036	0.5
UROD	0.142857142857143	0.149238578680203	0.5
ZSWIM5	0.0204081632653061	0.00913705583756345	0
HPDL	0.122448979591837	0.125888324873096	0
MUTYH	0.204081632653061	0.216243654822335	0
TOE1	0.224489795918367	0.186802030456853	0.5
MMACHC	0.0204081632653061	0.0710659898477157	0
PRDX1	4.85714285714286	5.28223350253807	6.5
AKR1A1	1.12244897959184	1.67817258883249	0.5
NASP	2.02040816326531	2.16345177664975	2
CCDC17	0	0.0131979695431472	0
GPBP1L1	0.612244897959184	0.590862944162437	0.5
TMEM69	0.163265306122449	0.101522842639594	0
IPP	0.102040816326531	0.145177664974619	0
MAST2	0.448979591836735	0.517766497461929	1.5
PIK3R3	0.0612244897959184	0.0385786802030457	0
TSPAN1	2.83673469387755	3.28629441624365	5.5
POMGNT1	0.285714285714286	0.326903553299492	1.5
RAD54L	0.204081632653061	0.171573604060914	0
LRRC41	0.224489795918367	0.277157360406091	0.5
UQCRH	8	7.96649746192893	8
NSUN4	0.26530612244898	0.238578680203046	0
FAAH	0.0612244897959184	0.0314720812182741	0
MKNK1	0.489795918367347	0.42741116751269	0
MOB3C	0.0408163265306122	0.0558375634517767	0.5
ATPAF1	0.591836734693878	0.671065989847716	1
EFCAB14	0.836734693877551	0.824365482233503	0.5
CYP4A11	0	0.0538071065989848	0
CYP4X1	0	0.017258883248731	0
CYP4A22-AS1	0.0408163265306122	0.00812182741116751	0
CYP4A22	0	0.00203045685279188	0
LINC00853	0	0.0131979695431472	0
PDZK1IP1	1.22448979591837	0.74010152284264	1
STIL	0.326530612244898	0.320812182741117	0.5
CMPK1	1.59183673469388	1.76243654822335	1
FOXD2-AS1	0.0204081632653061	0.00609137055837563	0
FOXD2	0.0612244897959184	0.00913705583756345	0
TRABD2B	0	0.00609137055837563	0
FAF1	0.306122448979592	0.451776649746193	1.5
CDKN2C	0.0612244897959184	0.109644670050761	0
RNF11	0.204081632653061	0.250761421319797	0.5
TTC39A	0.224489795918367	0.263959390862944	0.5
TTC39A-AS1	0.0612244897959184	0.0294416243654822	0
EPS15	0.102040816326531	0.193908629441624	0.5
RP11-191G24.1	0	0.00710659898477157	0
OSBPL9	0.36734693877551	0.4751269035533	0.5
NRDC	1.3469387755102	1.12994923857868	1.5
RAB3B	0.163265306122449	0.16243654822335	0.5
TXNDC12	0.775510204081633	1	1.5
KTI12	0.163265306122449	0.128934010152284	0
BTF3L4	0.714285714285714	0.699492385786802	0.5
ZFYVE9	0.0204081632653061	0.0355329949238579	0
CC2D1B	0.0816326530612245	0.0700507614213198	0.5
ORC1	0.204081632653061	0.152284263959391	0
PRPF38A	0.857142857142857	0.694416243654822	0
ZCCHC11	0.26530612244898	0.206091370558376	0
COA7	0.448979591836735	0.436548223350254	0.5
ZYG11B	0.0816326530612245	0.258883248730964	0.5
ECHDC2	0.306122448979592	0.212182741116751	0
SCP2	1	0.83248730964467	1.5
