2186	2184	2185
ZDHHC18	0.0736543909348442	0.0967741935483871	0.04
SFN	4.77903682719547	5.58064516129032	4.344
GPN2	0.54957507082153	0.580645161290323	0.56
GPATCH3	0.138810198300283	0.161290322580645	0.136
NUDC	4.72237960339943	4.87096774193548	4.796
KDF1	0.46742209631728	0.580645161290323	0.4
TRNP1	0.028328611898017	0.0645161290322581	0.032
SLC9A1	0.260623229461756	0.419354838709677	0.316
WDTC1	0.144475920679887	0.161290322580645	0.192
TMEM222	0.552407932011331	0.67741935483871	0.624
SYTL1	0.994334277620397	1.45161290322581	0.712
MAP3K6	0.0736543909348442	0.0967741935483871	0.048
CD164L2	0.101983002832861	0.0967741935483871	0.112
GPR3	0.0311614730878187	0	0.028
WASF2	1.79036827195467	2.29032258064516	1.524
IFI6	8.80169971671388	7.96774193548387	8.348
FAM76A	0.0963172804532578	0.193548387096774	0.096
STX12	0.297450424929178	0.32258064516129	0.284
PPP1R8	0.526912181303116	0.903225806451613	0.652
RPA2	0.552407932011331	0.870967741935484	0.528
SMPDL3B	0.478753541076487	0.580645161290323	0.4
XKR8	0.144475920679887	0.225806451612903	0.096
EYA3	0.127478753541076	0.225806451612903	0.12
DNAJC8	2.42776203966006	3.03225806451613	2.212
ATPIF1	5.75354107648725	6.25806451612903	5.504
RP5-1092A3.4	0.0311614730878187	0.0645161290322581	0.04
SESN2	1.8385269121813	2.45161290322581	1.676
MED18	0.124645892351275	0.0645161290322581	0.172
PHACTR4	0.274787535410765	0.387096774193548	0.352
RCC1	1.48725212464589	1.51612903225806	1.528
TRNAU1AP	0.518413597733711	1.03225806451613	0.572
SNHG12	1.09631728045326	1.70967741935484	1.016
TAF12	1.1699716713881	1.03225806451613	1.016
GMEB1	0.192634560906516	0.0967741935483871	0.172
YTHDF2	1.51558073654391	1.96774193548387	1.432
EPB41	0.209631728045326	0.193548387096774	0.188
SRSF4	1.60056657223796	1.80645161290323	1.452
MECR	0.614730878186969	0.548387096774194	0.584
PTPRU	0.028328611898017	0	0.028
SDC3	0.0708215297450425	0.0967741935483871	0.108
PUM1	0.484419263456091	0.580645161290323	0.46
SNRNP40	0.611898016997167	0.935483870967742	0.648
ZCCHC17	1.26345609065156	1.54838709677419	1.272
SERINC2	1.45042492917847	2.2258064516129	1.164
TINAGL1	0.084985835694051	0.0645161290322581	0.084
PEF1	0.745042492917847	0.741935483870968	0.724
PTP4A2	1.00849858356941	1.12903225806452	0.98
KHDRBS1	2.59206798866856	3.32258064516129	2.356
TMEM39B	0.218130311614731	0.290322580645161	0.216
KPNA6	0.875354107648725	1.35483870967742	0.876
TXLNA	0.490084985835694	0.645161290322581	0.424
CCDC28B	0.138810198300283	0.0645161290322581	0.192
IQCC	0.0368271954674221	0.032258064516129	0.04
TMEM234	0.124645892351275	0.225806451612903	0.104
EIF3I	5.67705382436261	6.2258064516129	5.792
HDAC1	1.13031161473088	0.935483870967742	0.992
MARCKSL1	2.20396600566572	2.51612903225806	1.924
FAM229A	0.0481586402266289	0.0967741935483871	0.056
BSDC1	0.495750708215297	0.516129032258065	0.396
ZBTB8A	0.135977337110482	0.129032258064516	0.1
ZBTB8OS	0.949008498583569	1.54838709677419	0.916
RBBP4	0.798866855524079	0.838709677419355	0.932
SYNC	0.028328611898017	0.032258064516129	0.028
KIAA1522	0.0651558073654391	0.161290322580645	0.088
YARS	2.23796033994334	3.12903225806452	2.304
S100PBP	0.1671388101983	0.0967741935483871	0.204
TMEM54	2.67705382436261	3.87096774193548	2.444
RNF19B	0.0764872521246459	0.0645161290322581	0.064
AK2	2.78470254957507	4.06451612903226	2.896
AZIN2	0.0934844192634561	0.193548387096774	0.088
TRIM62	0.0509915014164306	0.0645161290322581	0.044
PHC2	0.524079320113314	0.806451612903226	0.54
SMIM12	1.05099150141643	1.70967741935484	0.916
GJB3	0.821529745042493	1	0.552
ZMYM6	0.0424929178470255	0.0645161290322581	0.032
ZMYM1	0.110481586402266	0.0967741935483871	0.092
SFPQ	1.89801699716714	2	2.12
ZMYM4	0.271954674220963	0.451612903225806	0.276
KIAA0319L	0.274787535410765	0.258064516129032	0.196
NCDN	0.189801699716714	0.161290322580645	0.124
PSMB2	3.5042492917847	4.12903225806452	3.052
C1orf216	0.444759206798867	0.483870967741935	0.34
CLSPN	0.422096317280453	0.483870967741935	0.44
AGO4	0.056657223796034	0.0645161290322581	0.04
AGO1	0.164305949008499	0.193548387096774	0.196
AGO3	0.371104815864023	0.258064516129032	0.272
ADPRHL2	0.892351274787535	1.38709677419355	0.884
TRAPPC3	2.8328611898017	3.19354838709677	2.456
MAP7D1	0.555240793201133	0.774193548387097	0.512
THRAP3	3.4957507082153	3.93548387096774	3.412
SH3D21	0.028328611898017	0	0.024
EVA1B	0.643059490084986	0.903225806451613	0.564
STK40	0.552407932011331	0.870967741935484	0.548
LSM10	1.11898016997167	1.29032258064516	1.288
OSCP1	0.0764872521246459	0.161290322580645	0.096
MRPS15	4.42209631728045	4.58064516129032	4.288
LINC01137	0.0396600566572238	0.0645161290322581	0.032
ZC3H12A	0.121813031161473	0.290322580645161	0.12
MEAF6	1.22379603399433	1.87096774193548	1.068
SNIP1	0.152974504249292	0.129032258064516	0.112
GNL2	0.637393767705382	0.806451612903226	0.716
C1orf109	0.362606232294618	0.387096774193548	0.192
CDCA8	0.189801699716714	0.387096774193548	0.18
YRDC	0.118980169971671	0.129032258064516	0.12
C1orf122	1.18130311614731	1.67741935483871	1.304
MTF1	0.362606232294618	0.354838709677419	0.34
INPP5B	0.127478753541076	0.129032258064516	0.1
SF3A3	0.949008498583569	1.51612903225806	0.772
FHL3	0.362606232294618	0.354838709677419	0.34
UTP11L	0.909348441926346	1.12903225806452	0.968
RRAGC	0.637393767705382	0.67741935483871	0.572
RP5-864K19.4	0.104815864022663	0.0967741935483871	0.108
MYCBP	0.15014164305949	0.290322580645161	0.164
AKIRIN1	0.609065155807365	0.838709677419355	0.496
NDUFS5	6.85269121813031	6.64516129032258	6.88
MACF1	0.835694050991501	1	0.728
PABPC4	0.563739376770538	0.709677419354839	0.568
PPIE	1.09348441926346	1.19354838709677	1.212
BMP8B	0.0311614730878187	0.0967741935483871	0.028
TRIT1	0.328611898016997	0.258064516129032	0.332
MYCL	0.0991501416430595	0.129032258064516	0.076
MFSD2A	0.0424929178470255	0.0645161290322581	0.06
CAP1	2.77337110481586	3.7741935483871	2.648
PPT1	0.541076487252125	0.516129032258065	0.496
RLF	0.0991501416430595	0.0645161290322581	0.108
RP1-39G22.7	0.0906515580736544	0.161290322580645	0.112
ZMPSTE24	0.354107648725212	0.354838709677419	0.304
SMAP2	0.280453257790368	0.290322580645161	0.276
ZFP69B	0.161473087818697	0.193548387096774	0.164
ZFP69	0.0906515580736544	0.0645161290322581	0.056
EXO5	0.0708215297450425	0.129032258064516	0.064
ZNF684	0.0368271954674221	0.129032258064516	0.028
RIMS3	0.0509915014164306	0.0645161290322581	0.032
NFYC	0.405099150141643	0.419354838709677	0.416
KCNQ4	0.0396600566572238	0	0.028
CTPS1	0.606232294617564	0.516129032258065	0.588
SCMH1	0.121813031161473	0.129032258064516	0.1
FOXJ3	0.220963172804533	0.290322580645161	0.224
PPCS	0.821529745042493	0.935483870967742	0.828
CCDC30	0.0453257790368272	0.032258064516129	0.032
PPIH	0.801699716713881	0.935483870967742	0.892
YBX1	9.72804532577904	9.12903225806452	9.664
P3H1	0.124645892351275	0.129032258064516	0.08
C1orf50	0.546742209631728	0.967741935483871	0.54
SVBP	0.254957507082153	0.32258064516129	0.224
ERMAP	0.0254957507082153	0.0645161290322581	0.024
ZNF691	0.127478753541076	0.129032258064516	0.14
SLC2A1	0.113314447592068	0.129032258064516	0.108
EBNA1BP2	2.06798866855524	2.87096774193548	2.232
TMEM125	0.297450424929178	0.32258064516129	0.296
C1orf210	0.084985835694051	0.129032258064516	0.056
RP1-92O14.3	0.124645892351275	0.32258064516129	0.164
CDC20	1.3399433427762	1.80645161290323	1.164
ELOVL1	1.36827195467422	2.29032258064516	1.24
MED8	1.08781869688385	1.51612903225806	0.964
SZT2	0.144475920679887	0.193548387096774	0.128
HYI	0.303116147308782	0.419354838709677	0.408
PTPRF	0.668555240793201	1	0.784
KDM4A	0.252124645892351	0.32258064516129	0.22
ST3GAL3	0.0396600566572238	0.161290322580645	0.048
IPO13	0.198300283286119	0.193548387096774	0.152
DPH2	0.371104815864023	0.290322580645161	0.3
ATP6V0B	5.43342776203966	5.61290322580645	4.836
B4GALT2	0.155807365439093	0.0967741935483871	0.156
CCDC24	0.158640226628895	0.0967741935483871	0.156
SLC6A9	0.294617563739377	0.258064516129032	0.26
DMAP1	0.563739376770538	0.645161290322581	0.536
ERI3	1.17847025495751	1.45161290322581	1.212
RNF220	0.923512747875354	1.2258064516129	0.836
TMEM53	0.235127478753541	0.387096774193548	0.24
KIF2C	0.322946175637394	0.32258064516129	0.252
RPS8	10	10	10
BEST4	0.152974504249292	0.225806451612903	0.208
PLK3	0.614730878186969	0.935483870967742	0.62
EIF2B3	0.263456090651558	0.193548387096774	0.208
HECTD3	0.1671388101983	0.258064516129032	0.204
UROD	1.79036827195467	2.61290322580645	1.828
HPDL	0.0509915014164306	0.0645161290322581	0.08
MUTYH	0.223796033994334	0.419354838709677	0.252
TOE1	0.161473087818697	0.0967741935483871	0.132
TESK2	0.0509915014164306	0.0967741935483871	0.036
CCDC163P	0.0226628895184136	0.032258064516129	0.016
MMACHC	0.0821529745042493	0.0967741935483871	0.128
PRDX1	7.62889518413598	7.25806451612903	7.352
AKR1A1	2.43626062322946	3.25806451612903	2.224
NASP	3.22946175637394	3.54838709677419	3.164
GPBP1L1	0.43342776203966	0.516129032258065	0.42
TMEM69	0.362606232294618	0.483870967741935	0.332
IPP	0.084985835694051	0.161290322580645	0.104
MAST2	0.138810198300283	0.258064516129032	0.152
POMGNT1	0.458923512747875	0.419354838709677	0.42
RAD54L	0.0793201133144476	0.129032258064516	0.056
LRRC41	0.31728045325779	0.32258064516129	0.34
UQCRH	9.67705382436261	8.70967741935484	9.612
NSUN4	0.271954674220963	0.32258064516129	0.236
FAAH	0.124645892351275	0.0967741935483871	0.116
MKNK1	0.322946175637394	0.483870967741935	0.336
MOB3C	0.0396600566572238	0	0.06
ATPAF1	0.614730878186969	0.580645161290323	0.604
EFCAB14	0.229461756373938	0.258064516129032	0.208
STIL	0.0509915014164306	0.032258064516129	0.068
CMPK1	0.546742209631728	0.967741935483871	0.572
FOXD2-AS1	0.0651558073654391	0.161290322580645	0.088
SPATA6	0.0878186968838527	0.0967741935483871	0.1
FAF1	0.215297450424929	0.129032258064516	0.208
CDKN2C	0.0538243626062323	0.0645161290322581	0.024
RNF11	0.572237960339943	0.903225806451613	0.544
TTC39A	0.0453257790368272	0.0645161290322581	0.06
EPS15	0.209631728045326	0.0645161290322581	0.168
OSBPL9	0.422096317280453	0.483870967741935	0.428
NRDC	0.640226628895184	0.870967741935484	0.64
TXNDC12	1.05665722379603	1.67741935483871	1.2
KTI12	0.104815864022663	0.129032258064516	0.116
BTF3L4	2.19546742209632	2.67741935483871	2
ZFYVE9	0.0991501416430595	0.193548387096774	0.124
CC2D1B	0.0708215297450425	0.129032258064516	0.1
ORC1	0.0424929178470255	0.0645161290322581	0.044
PRPF38A	0.847025495750708	1.38709677419355	0.9
ZCCHC11	0.634560906515581	0.903225806451613	0.564
COA7	0.393767705382436	0.387096774193548	0.388
ZYG11B	0.0934844192634561	0.161290322580645	0.088
ECHDC2	0.495750708215297	0.419354838709677	0.408
SCP2	0.515580736543909	0.903225806451613	0.512
CPT2	0.155807365439093	0.0645161290322581	0.248
C1orf123	0.541076487252125	0.838709677419355	0.524
MAGOH	2.21813031161473	2.38709677419355	2.044
RP5-1024G6.5	0.0509915014164306	0.0645161290322581	0.036
LRP8	0.0594900849858357	0	0.056
NDC1	0.15014164305949	0.32258064516129	0.18
YIPF1	0.334277620396601	0.451612903225806	0.4
HSPB11	0.926345609065156	1.12903225806452	0.848
LRRC42	0.719546742209632	0.774193548387097	0.76
TMEM59	2.61473087818697	2.80645161290323	2.472
TCEANC2	0.0821529745042493	0.0645161290322581	0.06
CYB5RL	0.0793201133144476	0.0645161290322581	0.092
MRPL37	2.31161473087819	3.54838709677419	2.5
SSBP3	0.0311614730878187	0.032258064516129	0.036
TTC4	0.0708215297450425	0.0967741935483871	0.048
PARS2	0.0878186968838527	0.129032258064516	0.044
TTC22	0.0623229461756374	0.032258064516129	0.028
DHCR24	0.997167138810198	1.09677419354839	1.028
RP11-67L3.4	0.0226628895184136	0.032258064516129	0.016
TMEM61	0.084985835694051	0.0967741935483871	0.048
PCSK9	0.0878186968838527	0.032258064516129	0.036
USP24	0.158640226628895	0.032258064516129	0.104
OMA1	0.0991501416430595	0.129032258064516	0.064
TACSTD2	0.830028328611898	1	0.556
MYSM1	0.127478753541076	0.0967741935483871	0.1
JUN	4.0056657223796	4.51612903225806	3.556
FGGY	0.141643059490085	0.193548387096774	0.1
HOOK1	0.26628895184136	0.32258064516129	0.308
CYP2J2	0.0368271954674221	0.0967741935483871	0.04
RP11-776H12.1	0.0594900849858357	0.129032258064516	0.052
NFIA	0.0538243626062323	0.0645161290322581	0.092
TM2D1	0.484419263456091	0.870967741935484	0.508
INADL	0.30028328611898	0.354838709677419	0.304
USP1	1.09065155807365	0.870967741935484	0.98
DOCK7	0.101983002832861	0.0967741935483871	0.116
ATG4C	0.113314447592068	0.129032258064516	0.104
ALG6	0.118980169971671	0.129032258064516	0.108
ITGB3BP	0.756373937677054	0.967741935483871	0.656
EFCAB7	0.0368271954674221	0.032258064516129	0.024
PGM1	0.521246458923513	0.67741935483871	0.456
RAVER2	0.0623229461756374	0	0.104
JAK1	0.937677053824363	1.32258064516129	1.036
AK4	0.147308781869688	0.129032258064516	0.176
LEPROT	0.45042492917847	0.774193548387097	0.488
LEPR	0.084985835694051	0.161290322580645	0.032
WDR78	0.0509915014164306	0.032258064516129	0.016
MIER1	0.971671388101983	1.09677419354839	0.916
SLC35D1	0.0368271954674221	0.0967741935483871	0.052
SERBP1	7.8413597733711	7.19354838709677	7.512
GADD45A	4.07082152974504	4.51612903225806	3.844
GNG12	1.06515580736544	0.967741935483871	0.968
DIRAS3	1.08498583569405	1.45161290322581	1.36
WLS	0.628895184135977	0.806451612903226	0.592
DEPDC1	0.223796033994334	0.225806451612903	0.152
RP4-694A7.2	0.0764872521246459	0.0967741935483871	0.076
LRRC40	0.113314447592068	0.225806451612903	0.112
SRSF11	4.58640226628895	5.64516129032258	4.356
ANKRD13C	0.107648725212465	0.032258064516129	0.096
HHLA3	0.314447592067989	0.32258064516129	0.3
CTH	0.0764872521246459	0	0.092
ZRANB2	1.38526912181303	1.74193548387097	1.42
FPGT	0.0594900849858357	0.032258064516129	0.068
CRYZ	0.481586402266289	0.483870967741935	0.456
TYW3	1.61473087818697	1.7741935483871	1.552
ACADM	0.555240793201133	0.741935483870968	0.504
RABGGTB	0.994334277620397	1.25806451612903	1.028
ST6GALNAC3	0.0254957507082153	0	0.04
PIGK	0.348441926345609	0.451612903225806	0.348
AK5	4.48158640226629	4.96774193548387	4.612
ZZZ3	0.240793201133144	0.387096774193548	0.232
USP33	0.322946175637394	0.387096774193548	0.308
FAM73A	0.274787535410765	0.451612903225806	0.216
FUBP1	0.657223796033994	0.483870967741935	0.592
DNAJB4	0.127478753541076	0.0967741935483871	0.076
GIPC2	0.0963172804532578	0.129032258064516	0.152
RP11-386I14.4	0.0736543909348442	0.161290322580645	0.088
IFI44L	0.0991501416430595	0.0645161290322581	0.12
