2209	2207	2210	2208
17:28460001-45220000	1.77495547848908	1.68617021276596	2.00048889236546	1.97481944173336
17:48200001-83120000	1.61914851454964	1.68050749711649	1.85161815591288	1.81768832735469
18:25860001-69780000	1.56708049659591	1.83333333333333	1.9103442513369	1.81286488740617
19:10780001-24280000	2.22645320726335	2.39837398373984	2.54295193687231	2.51850525844708
19:38040001-58480000	1.1525373305109	1.15844155844156	1.27806531703591	1.25618968187776
20:140001-64240000	1.64718493052197	1.82789317507418	1.86938165473905	1.82372798301255
21:14100001-46660000	1.73393526777588	2.24242424242424	2.01500972289742	2.00750625521268
22:12380001-50640000	1.56440528634361	1.56444444444444	1.78647058823529	1.75892966360856
RP11-34P13.7	0.0352422907488987	0.333333333333333	0.0220588235294118	0.0275229357798165
FO538757.2	0.718061674008811	1.33333333333333	0.779411764705882	0.807339449541284
AP006222.2	0.797356828193833	1.66666666666667	0.845588235294118	0.81651376146789
RP4-669L17.10	0.0484581497797357	0	0.0404411764705882	0.018348623853211
RP11-206L10.9	0.114537444933921	0	0.224264705882353	0.284403669724771
LINC00115	0.052863436123348	0	0.0735294117647059	0.0458715596330275
FAM41C	0.0352422907488987	0	0.0661764705882353	0.0275229357798165
RP11-54O7.1	0.766519823788546	1.33333333333333	1.12867647058824	1.20183486238532
RP11-54O7.2	0.158590308370044	0	0.205882352941176	0.146788990825688
RP11-54O7.3	0.312775330396476	0	0.297794117647059	0.155963302752294
SAMD11	1.44493392070485	1	2.25367647058824	2.88990825688073
NOC2L	2.44052863436123	1	3.01102941176471	2.76146788990826
KLHL17	0.185022026431718	0	0.169117647058824	0.165137614678899
PERM1	0.0176211453744493	0.666666666666667	0.0588235294117647	0.00917431192660551
RP11-54O7.17	0.0440528634361234	0	0.0551470588235294	0.036697247706422
HES4	3.49779735682819	3	4.14338235294118	3.88073394495413
ISG15	0.405286343612335	0.666666666666667	0.584558823529412	0.513761467889908
AGRN	0.823788546255507	0.333333333333333	0.852941176470588	1.08256880733945
C1orf159	0.290748898678414	0	0.356617647058824	0.256880733944954
SDF4	3.25550660792952	6.33333333333333	4.29411764705882	4.28440366972477
B3GALT6	1.13656387665198	3.33333333333333	1.37867647058824	1.28440366972477
FAM132A	0.039647577092511	0.333333333333333	0.132352941176471	0.0917431192660551
UBE2J2	1.96916299559471	0	1.98529411764706	2.18348623853211
RP5-902P8.10	0.039647577092511	0	0.0404411764705882	0.0458715596330275
SCNN1D	0.145374449339207	0	0.172794117647059	0.128440366972477
ACAP3	0.920704845814978	0	1	0.972477064220184
PUSL1	0.392070484581498	0	0.477941176470588	0.504587155963303
CPSF3L	1.76651982378855	2	1.98161764705882	1.88990825688073
CPTP	0.299559471365639	0	0.4375	0.403669724770642
DVL1	0.647577092511013	0	0.878676470588235	0.807339449541284
MXRA8	1.31718061674009	1.33333333333333	1.27941176470588	1.68807339449541
AURKAIP1	10.5242290748899	5.66666666666667	12.3933823529412	12.5596330275229
CCNL2	2.55947136563877	1	3.12132352941176	3.23853211009174
MRPL20	9.79295154185022	9.66666666666667	11.5110294117647	10.5504587155963
RP4-758J18.13	0.026431718061674	0.666666666666667	0.0367647058823529	0.0458715596330275
ATAD3C	0.0881057268722467	0	0.106617647058824	0.0825688073394495
ATAD3B	0.268722466960352	0	0.319852941176471	0.422018348623853
ATAD3A	0.903083700440529	0	0.75	1.08256880733945
SSU72	9.00440528634361	4.66666666666667	10.6875	9.79816513761468
RP5-832C2.5	0.079295154185022	0	0.0588235294117647	0.0275229357798165
C1orf233	0.449339207048458	0.333333333333333	0.643382352941177	0.761467889908257
RP11-345P4.9	0.211453744493392	0	0.198529411764706	0.238532110091743
MIB2	0.484581497797357	0.333333333333333	0.650735294117647	0.596330275229358
MMP23B	0.0176211453744493	0	0.0220588235294118	0.036697247706422
CDK11B	2.38766519823789	0.666666666666667	2.59191176470588	2.70642201834862
RP11-345P4.10	0.0220264317180617	0	0.0183823529411765	0.055045871559633
SLC35E2B	1.03083700440529	0.333333333333333	1.17647058823529	1.15596330275229
CDK11A	1.40528634361233	1	1.56985294117647	1.43119266055046
SLC35E2	0.118942731277533	0	0.180147058823529	0.238532110091743
NADK	1.44493392070485	1	1.66176470588235	1.99082568807339
GNB1	5.2511013215859	5.33333333333333	5.85294117647059	6.57798165137615
CALML6	0.0484581497797357	0	0.0404411764705882	0.0458715596330275
TMEM52	0.405286343612335	1	0.617647058823529	0.577981651376147
CFAP74	0.0352422907488987	0	0.0477941176470588	0.036697247706422
GABRD	0.0176211453744493	0	0.00735294117647059	0
PRKCZ	0.881057268722467	0	1.01470588235294	0.779816513761468
RP5-892K4.1	0.0484581497797357	0	0.0772058823529412	0
FAAP20	3.74008810572687	3.33333333333333	4.54044117647059	4.59633027522936
RP11-181G12.4	0.00881057268722467	0	0.0404411764705882	0
SKI	0.458149779735683	0.333333333333333	0.875	0.825688073394495
MORN1	0.224669603524229	0	0.220588235294118	0.146788990825688
RER1	3.72687224669604	6.33333333333333	4.3125	4.27522935779816
PEX10	0.766519823788546	0	0.816176470588235	1.04587155963303
PANK4	0.136563876651982	0	0.165441176470588	0.110091743119266
RP3-395M20.12	0.180616740088106	0	0.180147058823529	0.119266055045872
TNFRSF14	0.0572687224669604	0	0.0477941176470588	0.0642201834862385
FAM213B	0.414096916299559	0.333333333333333	0.533088235294118	0.623853211009174
MMEL1	0.0220264317180617	0	0.0477941176470588	0.073394495412844
TTC34	0.066079295154185	0	0.0330882352941176	0.0825688073394495
LINC00982	0.317180616740088	0	0.275735294117647	0.238532110091743
PRDM16	0.770925110132159	1.66666666666667	1.25	1.21100917431193
ARHGEF16	0.013215859030837	0	0.0441176470588235	0.110091743119266
MEGF6	0.0704845814977974	0	0.0588235294117647	0.0275229357798165
TPRG1L	0.233480176211454	0.666666666666667	0.172794117647059	0.229357798165138
WRAP73	0.845814977973568	0.333333333333333	0.794117647058823	0.73394495412844
TP73	0.0572687224669604	0	0.0808823529411765	0.073394495412844
TP73-AS1	0.220264317180617	0	0.25	0.229357798165138
SMIM1	0.0616740088105727	0	0.117647058823529	0.229357798165138
LRRC47	0.982378854625551	0.666666666666667	1.25735294117647	1.19266055045872
CEP104	0.823788546255507	1	0.823529411764706	0.899082568807339
DFFB	0.0484581497797357	0	0.0808823529411765	0.0825688073394495
C1orf174	1.01762114537445	0	1.11029411764706	1.28440366972477
NPHP4	0.20704845814978	0	0.191176470588235	0.211009174311927
KCNAB2	0.255506607929515	0	0.268382352941176	0.174311926605505
CHD5	0.343612334801762	0	0.477941176470588	0.532110091743119
RPL22	18	18	17.8823529411765	18
ICMT	0.814977973568282	0.333333333333333	0.974264705882353	1.08256880733945
LINC00337	0.052863436123348	0	0.125	0.110091743119266
GPR153	0.378854625550661	0	0.441176470588235	0.724770642201835
ACOT7	1.35242290748899	1	1.69485294117647	1.57798165137615
RP1-202O8.3	0.092511013215859	0	0.0661764705882353	0.174311926605505
HES2	0.18942731277533	0	0.378676470588235	0.192660550458716
ESPN	0.118942731277533	0	0.161764705882353	0.137614678899083
TNFRSF25	0.114537444933921	0	0.136029411764706	0.275229357798165
PLEKHG5	0.273127753303965	0	0.3125	0.256880733944954
NOL9	0.969162995594714	0.333333333333333	1.0625	1.14678899082569
TAS1R1	0.0176211453744493	0	0.0183823529411765	0.036697247706422
ZBTB48	0.47136563876652	0	0.393382352941176	0.458715596330275
KLHL21	0.585903083700441	0	0.669117647058823	0.678899082568807
PHF13	0.436123348017621	0.333333333333333	0.628676470588235	0.724770642201835
THAP3	0.563876651982379	0	0.621323529411765	0.660550458715596
DNAJC11	0.79295154185022	0.333333333333333	0.819852941176471	0.651376146788991
CAMTA1	5.82378854625551	8.33333333333333	6.89338235294118	7.1743119266055
RP11-338N10.3	0.0220264317180617	0	0.00735294117647059	0
VAMP3	1.06167400881057	1.33333333333333	1.24632352941176	1.30275229357798
PER3	2.91189427312775	4.33333333333333	2.93014705882353	2.89908256880734
PARK7	12.9471365638767	15.3333333333333	14.4007352941176	14.5229357798165
ERRFI1	0.229074889867841	0.333333333333333	0.220588235294118	0.26605504587156
RERE	4.43171806167401	2.66666666666667	4.60294117647059	4.44954128440367
ENO1	16.8502202643172	16	17.1470588235294	17.0550458715596
ENO1-AS1	0.211453744493392	0	0.242647058823529	0.26605504587156
SLC2A5	0.356828193832599	0.333333333333333	0.444852941176471	0.495412844036697
GPR157	0.176211453744493	0	0.301470588235294	0.302752293577982
H6PD	0.541850220264317	0.333333333333333	0.525735294117647	0.541284403669725
SPSB1	0.0308370044052863	0	0.0514705882352941	0.119266055045872
SLC25A33	2.34801762114537	0.333333333333333	2.91176470588235	2.68807339449541
TMEM201	0.224669603524229	0.666666666666667	0.246323529411765	0.229357798165138
PIK3CD	0.0484581497797357	0	0.0441176470588235	0.055045871559633
PIK3CD-AS2	1.04405286343612	0.333333333333333	1.16544117647059	1.51376146788991
CLSTN1	1.4625550660793	1.33333333333333	1.73161764705882	1.87155963302752
CTNNBIP1	0.885462555066079	0.666666666666667	1.18382352941176	1.56880733944954
LZIC	2.72687224669604	1	3.19852941176471	3.19266055045872
NMNAT1	0.383259911894273	0.333333333333333	0.327205882352941	0.669724770642202
UBE4B	1.26872246696035	1	1.43382352941176	1.3394495412844
KIF1B	2.41850220264317	1.33333333333333	3.05514705882353	3.27522935779817
PGD	2.51982378854626	2	3.49632352941176	3.3394495412844
APITD1-CORT	0.0748898678414097	0	0.0441176470588235	0.00917431192660551
APITD1	0.991189427312775	1	1.33088235294118	1.1651376146789
DFFA	3.69162995594714	2.33333333333333	4.61397058823529	4.89908256880734
PEX14	0.550660792951542	2	0.790441176470588	0.669724770642202
CASZ1	0.726872246696035	0.666666666666667	0.709558823529412	0.73394495412844
TARDBP	2.2863436123348	2.33333333333333	2.67279411764706	2.70642201834862
SRM	6.61674008810573	9	7.49264705882353	7.90825688073395
EXOSC10	1.10132158590308	1.33333333333333	1.59191176470588	1.13761467889908
RP4-635E18.7	0.013215859030837	0	0.0441176470588235	0.0275229357798165
RP4-635E18.6	0.0704845814977974	0	0.150735294117647	0.174311926605505
MTOR	0.964757709251101	1	1.26838235294118	1.4954128440367
UBIAD1	0.801762114537445	0.333333333333333	1.05147058823529	0.899082568807339
MAD2L2	2.31718061674009	2.66666666666667	2.65441176470588	2.96330275229358
DRAXIN	0.013215859030837	0	0.0514705882352941	0.018348623853211
AGTRAP	1.29515418502203	2.33333333333333	1.34191176470588	1.45871559633028
MTHFR	0.748898678414097	0.666666666666667	0.915441176470588	1.08256880733945
CLCN6	0.233480176211454	0	0.279411764705882	0.321100917431193
KIAA2013	1.39647577092511	0	1.4375	1.74311926605505
PLOD1	1.55506607929515	1.33333333333333	1.71323529411765	1.31192660550459
MFN2	1.20264317180617	1.33333333333333	1.18382352941176	1.1651376146789
MIIP	1.13656387665198	0.333333333333333	1.45220588235294	1.42201834862385
VPS13D	0.334801762114537	0.666666666666667	0.503676470588235	0.587155963302752
DHRS3	0.308370044052863	1.33333333333333	0.397058823529412	0.44954128440367
C1orf158	0.013215859030837	0	0.0551470588235294	0
PRDM2	0.726872246696035	1	0.871323529411765	1.01834862385321
KAZN	0.757709251101322	0.333333333333333	1.18014705882353	0.935779816513762
TMEM51-AS1	0.0484581497797357	0	0.0404411764705882	0
TMEM51	0.162995594713656	0.333333333333333	0.246323529411765	0.146788990825688
FHAD1	0.0176211453744493	0	0.0625	0.0275229357798165
EFHD2	0.541850220264317	0	0.610294117647059	0.752293577981651
CASP9	0.0704845814977974	0	0.125	0.192660550458716
DNAJC16	0.268722466960352	0	0.404411764705882	0.412844036697248
AGMAT	0.0176211453744493	0	0	0.0275229357798165
DDI2	0.422907488986784	0	0.533088235294118	0.55045871559633
PLEKHM2	0.409691629955947	0	0.452205882352941	0.376146788990826
SLC25A34	0.0176211453744493	0	0.0183823529411765	0.0275229357798165
FBLIM1	0.3215859030837	1	0.334558823529412	0.256880733944954
UQCRHL	0.643171806167401	0.666666666666667	0.845588235294118	0.73394495412844
FLJ37453	0.47136563876652	0.666666666666667	0.536764705882353	0.706422018348624
SPEN	2.44493392070485	3	2.77205882352941	2.78899082568807
ZBTB17	0.400881057268722	0	0.411764705882353	0.36697247706422
HSPB7	0.066079295154185	0	0.209558823529412	0.119266055045872
FAM131C	0.180616740088106	0	0.242647058823529	0.275229357798165
EPHA2	0.158590308370044	0.333333333333333	0.25	0.146788990825688
ARHGEF19	0.149779735682819	0	0.158088235294118	0.0458715596330275
RSG1	0.0837004405286344	0	0.0882352941176471	0.0458715596330275
FBXO42	0.54625550660793	0.333333333333333	0.786764705882353	0.779816513761468
SZRD1	1.14537444933921	0.666666666666667	1.37867647058824	1.25688073394495
NECAP2	0.590308370044053	0.666666666666667	0.606617647058823	0.467889908256881
RP4-798A10.2	0.052863436123348	0	0.0477941176470588	0.0275229357798165
RP4-798A10.7	0.0704845814977974	0	0.113970588235294	0.0642201834862385
NBPF1	0.550660792951542	0.666666666666667	0.680147058823529	0.651376146788991
CROCC	0.0616740088105727	0	0.0588235294117647	0.174311926605505
RP11-108M9.4	1.15859030837004	0.666666666666667	1.49264705882353	1.53211009174312
RP11-108M9.6	0.026431718061674	0	0.0330882352941176	0
ATP13A2	0.26431718061674	0	0.198529411764706	0.330275229357798
SDHB	2.70925110132159	2.66666666666667	3.49632352941176	3.22018348623853
RCC2	2.42290748898678	2.66666666666667	3.01838235294118	2.72477064220183
ARHGEF10L	0.066079295154185	0	0.128676470588235	0.174311926605505
KLHDC7A	0.0220264317180617	0	0.0404411764705882	0
PAX7	0.251101321585903	0	0.227941176470588	0.229357798165138
ALDH4A1	0.149779735682819	0	0.227941176470588	0.155963302752294
IFFO2	0.013215859030837	0	0.0551470588235294	0.018348623853211
UBR4	2.36123348017621	1.33333333333333	2.60661764705882	2.69724770642202
RP1-43E13.2	0.026431718061674	0	0.0772058823529412	0.018348623853211
EMC1	0.559471365638767	0.666666666666667	0.654411764705882	0.871559633027523
MRTO4	1.3215859030837	1.66666666666667	1.50367647058824	1.38532110091743
AKR7A2	1.40088105726872	0	1.69485294117647	1.63302752293578
PQLC2	0.176211453744493	0	0.147058823529412	0.26605504587156
CAPZB	2.215859030837	1.66666666666667	2.5625	2.56880733944954
MINOS1	5.37004405286344	6.33333333333333	5.73161764705882	5.07339449541284
NBL1	1.4625550660793	0.666666666666667	1.73529411764706	2.32110091743119
OTUD3	0.251101321585903	0	0.279411764705882	0.201834862385321
CAMK2N1	0.982378854625551	0	1.05882352941176	1.05504587155963
MUL1	0.330396475770925	0.333333333333333	0.3125	0.247706422018349
FAM43B	0.0440528634361234	0	0.0514705882352941	0.100917431192661
PINK1	0.374449339207048	0	0.525735294117647	0.779816513761468
DDOST	3.02643171806167	2.66666666666667	4	3.65137614678899
KIF17	0.0220264317180617	0	0.0772058823529412	0
SH2D5	0.039647577092511	0	0.0257352941176471	0.018348623853211
HP1BP3	4.98678414096916	4.66666666666667	5.36764705882353	5.35779816513761
EIF4G3	1.64757709251101	0.666666666666667	1.96323529411765	1.69724770642202
ECE1	0.299559471365639	0	0.371323529411765	0.330275229357798
NBPF3	0.0748898678414097	0	0.0845588235294118	0.0642201834862385
USP48	1.84140969162996	4.33333333333333	2.19485294117647	2.15596330275229
HSPG2	0.145374449339207	0.333333333333333	0.209558823529412	0.220183486238532
RP1-224A6.3	0.013215859030837	0	0.0551470588235294	0.073394495412844
LINC00339	0.440528634361233	0	0.503676470588235	0.477064220183486
CDC42	3.03083700440529	3.66666666666667	4.10661764705882	4.19266055045872
WNT4	0.013215859030837	0	0.125	0.146788990825688
ZBTB40	0.436123348017621	0.333333333333333	0.555147058823529	0.568807339449541
EPHA8	0.0440528634361234	0	0.128676470588235	0.036697247706422
EPHB2	0.312775330396476	0	0.525735294117647	0.403669724770642
KDM1A	1.2511013215859	3.66666666666667	1.55882352941176	1.85321100917431
LUZP1	1.78854625550661	0.333333333333333	1.75367647058824	1.6605504587156
LINC01355	0.0572687224669604	0.333333333333333	0.0808823529411765	0.128440366972477
HNRNPR	6.94713656387665	5.33333333333333	8.69485294117647	8.08256880733945
ZNF436	0.127753303964758	0	0.0882352941176471	0.137614678899083
ZNF436-AS1	0.066079295154185	0.333333333333333	0.154411764705882	0.211009174311927
TCEA3	0.026431718061674	0	0.0330882352941176	0.0642201834862385
ASAP3	0.118942731277533	0.666666666666667	0.158088235294118	0.128440366972477
E2F2	0.259911894273128	0	0.393382352941176	0.357798165137615
ID3	6.44493392070485	3	7.15441176470588	7.07339449541284
RPL11	18	18	17.9264705882353	18
TCEB3	1.18942731277533	0.666666666666667	1.58088235294118	1.37614678899083
TCEB3-AS1	0.590308370044053	0	0.522058823529412	0.73394495412844
PITHD1	0.845814977973568	0.333333333333333	1.14338235294118	1.02752293577982
LYPLA2	0.638766519823789	0	0.415441176470588	0.504587155963303
GALE	0.414096916299559	1	0.551470588235294	0.330275229357798
HMGCL	0.814977973568282	1	0.966911764705882	1.09174311926605
FUCA1	0.0616740088105727	0	0.102941176470588	0.0275229357798165
PNRC2	2.7488986784141	1.33333333333333	3.19852941176471	3.28440366972477
SRSF10	4.94713656387665	2	5.75367647058824	5.63302752293578
IFNLR1	0.0748898678414097	0	0.0808823529411765	0.073394495412844
STPG1	0	0	0.0330882352941176	0.0642201834862385
NIPAL3	0.162995594713656	0	0.261029411764706	0.284403669724771
RCAN3	0.572687224669604	0.666666666666667	0.569852941176471	0.513761467889908
RP4-594I10.3	0.0220264317180617	0	0.0257352941176471	0.036697247706422
SRRM1	7.55066079295154	5	8.23161764705882	8.60550458715596
CLIC4	3.34361233480176	4.66666666666667	4.15441176470588	4.91743119266055
RUNX3	0.616740088105727	1.66666666666667	0.720588235294118	0.871559633027523
SYF2	7.55066079295154	8	9.20955882352941	8.6697247706422
RSRP1	1.62995594713656	0.666666666666667	2.125	1.74311926605505
TMEM50A	3.66079295154185	2.33333333333333	4.29411764705882	4.47706422018349
RHCE	0.00881057268722467	0	0.0257352941176471	0.00917431192660551
TMEM57	1.17180616740088	0.666666666666667	1.29411764705882	1.24770642201835
LDLRAP1	0.127753303964758	0.666666666666667	0.330882352941176	0.220183486238532
MAN1C1	0.0484581497797357	0	0.0404411764705882	0.0458715596330275
SEPN1	0.387665198237885	1.66666666666667	0.492647058823529	0.357798165137615
RP1-317E23.3	0.0572687224669604	0	0.0367647058823529	0.036697247706422
MTFR1L	0.524229074889868	0	0.665441176470588	0.403669724770642
AUNIP	0.105726872246696	0	0.183823529411765	0.165137614678899
STMN1	4.37004405286344	1	5.41544117647059	6.19266055045872
PAFAH2	0.295154185022026	0	0.246323529411765	0.229357798165138
EXTL1	0.00440528634361234	0	0.0514705882352941	0.0275229357798165
PDIK1L	0.20704845814978	0.666666666666667	0.172794117647059	0.238532110091743
FAM110D	0.066079295154185	0.333333333333333	0.154411764705882	0.073394495412844
ZNF593	4.46696035242291	3	5.35661764705882	4.88990825688073
CEP85	0.251101321585903	0	0.323529411764706	0.275229357798165
SH3BGRL3	2.37885462555066	2.33333333333333	3.51102941176471	3.44954128440367
UBXN11	0.198237885462555	0	0.191176470588235	0.128440366972477
DHDDS	0.651982378854626	2.33333333333333	0.75	0.798165137614679
HMGN2	12.0748898678414	11.6666666666667	13.1838235294118	14.0825688073394
RPS6KA1	0.374449339207048	0.333333333333333	0.481617647058824	0.376146788990826
ARID1A	2.56828193832599	1.66666666666667	2.73897058823529	2.8348623853211
PIGV	0.255506607929515	0	0.294117647058824	0.238532110091743
ZDHHC18	0.162995594713656	0	0.294117647058824	0.211009174311927
GPN2	0.480176211453745	0.666666666666667	0.496323529411765	0.688073394495413
GPATCH3	0.255506607929515	0.333333333333333	0.165441176470588	0.128440366972477
NUDC	1.79295154185022	1.33333333333333	2	2.21100917431193
TRNP1	0.0352422907488987	0	0.0661764705882353	0.055045871559633
FAM46B	0.0176211453744493	0	0.0625	0.0458715596330275
SLC9A1	0.193832599118943	0	0.242647058823529	0.238532110091743
WDTC1	0.18942731277533	0	0.150735294117647	0.0825688073394495
TMEM222	0.484581497797357	0	0.647058823529412	0.394495412844037
SYTL1	1.00440528634361	0	1.27205882352941	1.13761467889908
MAP3K6	0.066079295154185	0	0.113970588235294	0.146788990825688
WASF2	4.69603524229075	4.33333333333333	5.64705882352941	5.06422018348624
RP1-159A19.4	0.0748898678414097	0.333333333333333	0.110294117647059	0.036697247706422
AHDC1	0.325991189427313	0	0.371323529411765	0.284403669724771
IFI6	0.198237885462555	0.333333333333333	0.209558823529412	0.211009174311927
FAM76A	0.511013215859031	0.333333333333333	0.547794117647059	0.623853211009174
STX12	0.352422907488987	0	0.375	0.376146788990826
PPP1R8	0.806167400881057	0	1.09191176470588	1.02752293577982
RPA2	1.2511013215859	0.333333333333333	1.61764705882353	1.31192660550459
SMPDL3B	0.039647577092511	0	0.0551470588235294	0.073394495412844
EYA3	0.361233480176211	0	0.525735294117647	0.458715596330275
DNAJC8	3.2511013215859	1.33333333333333	3.60661764705882	3.39449541284404
ATPIF1	13.4537444933921	13	13.9852941176471	12.5504587155963
RP5-1092A3.4	0.312775330396476	0	0.294117647058824	0.238532110091743
SESN2	3.48898678414097	7.33333333333333	4.26838235294118	4.5045871559633
MED18	0.149779735682819	1	0.125	0.165137614678899
PHACTR4	2.56828193832599	3.66666666666667	2.86764705882353	2.93577981651376
RCC1	0.951541850220264	0	1.14705882352941	1.19266055045872
TRNAU1AP	0.766519823788546	0	0.882352941176471	0.899082568807339
SNHG12	6.2863436123348	2.66666666666667	6.10294117647059	5.95412844036697
TAF12	2.22026431718062	3	2.75	2.04587155963303
RP11-442N24__B.1	0.013215859030837	0	0.0147058823529412	0.00917431192660551
RNU11	0.00440528634361234	0	0.0294117647058824	0.00917431192660551
GMEB1	0.303964757709251	0	0.345588235294118	0.284403669724771
YTHDF2	2.50660792951542	2.66666666666667	3.21691176470588	2.86238532110092
OPRD1	0.273127753303965	0	0.294117647058824	0.330275229357798
EPB41	2.36563876651982	0.666666666666667	2.64338235294118	2.92660550458716
SRSF4	4.20704845814978	3.66666666666667	4.89705882352941	4.27522935779816
MECR	1.22907488986784	0.666666666666667	1.21323529411765	1.26605504587156
PTPRU	0.114537444933921	0	0.158088235294118	0.110091743119266
MATN1-AS1	0.0837004405286344	0.333333333333333	0.0845588235294118	0.0825688073394495
RP5-1125N11.2	0.0969162995594714	0	0.106617647058824	0.036697247706422
SDC3	0.47136563876652	0.666666666666667	0.492647058823529	0.651376146788991
PUM1	2.11013215859031	1	2.48529411764706	2.3302752293578
NKAIN1	0.0352422907488987	0	0.0404411764705882	0.055045871559633
SNRNP40	0.823788546255507	0.333333333333333	0.860294117647059	0.853211009174312
ZCCHC17	1.21145374449339	0.666666666666667	1.48529411764706	1.86238532110092
FABP3	0.140969162995595	0	0.128676470588235	0.201834862385321
PEF1	0.572687224669604	0	0.8125	0.798165137614679
COL16A1	0.854625550660793	0	0.893382352941177	1.01834862385321
ADGRB2	0.185022026431718	0	0.375	0.220183486238532
SPOCD1	0.0352422907488987	0	0.0477941176470588	0.0458715596330275
PTP4A2	3.94273127753304	6	4.84926470588235	4.70642201834862
KHDRBS1	6.5726872246696	6	7.88235294117647	7.95412844036697
RP11-277A4.4	0.039647577092511	0	0.0367647058823529	0.0275229357798165
TMEM39B	0.484581497797357	0	0.5625	0.669724770642202
KPNA6	2.05726872246696	3.66666666666667	2.04044117647059	2.1651376146789
TXLNA	0.898678414096916	0	0.911764705882353	1.02752293577982
CCDC28B	1.03964757709251	0	0.988970588235294	1.24770642201835
IQCC	0.0308370044052863	0	0.0772058823529412	0.018348623853211
TMEM234	0.079295154185022	0.333333333333333	0.147058823529412	0.110091743119266
EIF3I	3.90748898678414	3.66666666666667	4.34558823529412	3.90825688073395
HDAC1	1.38325991189427	0.666666666666667	1.52941176470588	1.88073394495413
MARCKSL1	2.99559471365639	3.33333333333333	3.48161764705882	2.77981651376147
